,Sample Index,Condition,Text_SubjectiveLit POSEMO Generated,Text_SubjectiveLit POSEMO True,Text_SubjectiveLit NEGEMO Generated,Text_SubjectiveLit NEGEMO True,Text_SubjectiveLit ANX Generated,Text_SubjectiveLit ANX True,Text_SubjectiveLit ANGER Generated,Text_SubjectiveLit ANGER True,Text_SubjectiveLit SAD Generated,Text_SubjectiveLit SAD True,Text_SubjectiveLit SEE Generated,Text_SubjectiveLit SEE True,Text_SubjectiveLit HEAR Generated,Text_SubjectiveLit HEAR True,Text_SubjectiveLit FEEL Generated,Text_SubjectiveLit FEEL True,Text_SubjectiveLit COGMECH Generated,Text_SubjectiveLit COGMECH True,Text_SubjectiveLit INSIGHT Generated,Text_SubjectiveLit INSIGHT True,Text_SubjectiveLit CAUSE Generated,Text_SubjectiveLit CAUSE True,Text_SubjectiveLit SOCIAL Generated,Text_SubjectiveLit SOCIAL True,Text_SubjectiveLit FAMILY Generated,Text_SubjectiveLit FAMILY True,Text_SubjectiveLit FRIENDS Generated,Text_SubjectiveLit FRIENDS True,Text_SubjectiveLit BIO Generated,Text_SubjectiveLit BIO True,Text_SubjectiveLit BODY Generated,Text_SubjectiveLit BODY True,Text_SubjectiveLit HEALTH Generated,Text_SubjectiveLit HEALTH True,Text_SubjectiveLit SEXUAL Generated,Text_SubjectiveLit SEXUAL True,Text_SubjectiveLit INGEST Generated,Text_SubjectiveLit INGEST True,Text_Anxiety POSEMO Generated,Text_Anxiety POSEMO True,Text_Anxiety NEGEMO Generated,Text_Anxiety NEGEMO True,Text_Anxiety ANX Generated,Text_Anxiety ANX True,Text_Anxiety ANGER Generated,Text_Anxiety ANGER True,Text_Anxiety SAD Generated,Text_Anxiety SAD True,Text_Anxiety SEE Generated,Text_Anxiety SEE True,Text_Anxiety HEAR Generated,Text_Anxiety HEAR True,Text_Anxiety FEEL Generated,Text_Anxiety FEEL True,Text_Anxiety COGMECH Generated,Text_Anxiety COGMECH True,Text_Anxiety INSIGHT Generated,Text_Anxiety INSIGHT True,Text_Anxiety CAUSE Generated,Text_Anxiety CAUSE True,Text_Anxiety SOCIAL Generated,Text_Anxiety SOCIAL True,Text_Anxiety FAMILY Generated,Text_Anxiety FAMILY True,Text_Anxiety FRIENDS Generated,Text_Anxiety FRIENDS True,Text_Anxiety BIO Generated,Text_Anxiety BIO True,Text_Anxiety BODY Generated,Text_Anxiety BODY True,Text_Anxiety HEALTH Generated,Text_Anxiety HEALTH True,Text_Anxiety SEXUAL Generated,Text_Anxiety SEXUAL True,Text_Anxiety INGEST Generated,Text_Anxiety INGEST True,Text_Numeracy POSEMO Generated,Text_Numeracy POSEMO True,Text_Numeracy NEGEMO Generated,Text_Numeracy NEGEMO True,Text_Numeracy ANX Generated,Text_Numeracy ANX True,Text_Numeracy ANGER Generated,Text_Numeracy ANGER True,Text_Numeracy SAD Generated,Text_Numeracy SAD True,Text_Numeracy SEE Generated,Text_Numeracy SEE True,Text_Numeracy HEAR Generated,Text_Numeracy HEAR True,Text_Numeracy FEEL Generated,Text_Numeracy FEEL True,Text_Numeracy COGMECH Generated,Text_Numeracy COGMECH True,Text_Numeracy INSIGHT Generated,Text_Numeracy INSIGHT True,Text_Numeracy CAUSE Generated,Text_Numeracy CAUSE True,Text_Numeracy SOCIAL Generated,Text_Numeracy SOCIAL True,Text_Numeracy FAMILY Generated,Text_Numeracy FAMILY True,Text_Numeracy FRIENDS Generated,Text_Numeracy FRIENDS True,Text_Numeracy BIO Generated,Text_Numeracy BIO True,Text_Numeracy BODY Generated,Text_Numeracy BODY True,Text_Numeracy HEALTH Generated,Text_Numeracy HEALTH True,Text_Numeracy SEXUAL Generated,Text_Numeracy SEXUAL True,Text_Numeracy INGEST Generated,Text_Numeracy INGEST True,Text_TrustPhys POSEMO Generated,Text_TrustPhys POSEMO True,Text_TrustPhys NEGEMO Generated,Text_TrustPhys NEGEMO True,Text_TrustPhys ANX Generated,Text_TrustPhys ANX True,Text_TrustPhys ANGER Generated,Text_TrustPhys ANGER True,Text_TrustPhys SAD Generated,Text_TrustPhys SAD True,Text_TrustPhys SEE Generated,Text_TrustPhys SEE True,Text_TrustPhys HEAR Generated,Text_TrustPhys HEAR True,Text_TrustPhys FEEL Generated,Text_TrustPhys FEEL True,Text_TrustPhys COGMECH Generated,Text_TrustPhys COGMECH True,Text_TrustPhys INSIGHT Generated,Text_TrustPhys INSIGHT True,Text_TrustPhys CAUSE Generated,Text_TrustPhys CAUSE True,Text_TrustPhys SOCIAL Generated,Text_TrustPhys SOCIAL True,Text_TrustPhys FAMILY Generated,Text_TrustPhys FAMILY True,Text_TrustPhys FRIENDS Generated,Text_TrustPhys FRIENDS True,Text_TrustPhys BIO Generated,Text_TrustPhys BIO True,Text_TrustPhys BODY Generated,Text_TrustPhys BODY True,Text_TrustPhys HEALTH Generated,Text_TrustPhys HEALTH True,Text_TrustPhys SEXUAL Generated,Text_TrustPhys SEXUAL True,Text_TrustPhys INGEST Generated,Text_TrustPhys INGEST True
27,3,holdout_Text_Numeracy.jsonl,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,4,6,0,1,0,6,3,0,0,0,0,4,0,1,0,2,0,2,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,2,1,10,7,1,1,2,2,6,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,1,1,3,0,1,0,0,2,3,0,0,1,2,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,3,1,18,13,6,0,2,0,12,7,5,0,0,0,3,4,2,2,1,1,1,2,0,0
28,3,holdout_Text_SubjectiveLit.jsonl,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,4,7,0,2,0,9,3,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,9,7,1,1,0,2,4,3,0,1,0,0,2,0,0,0,1,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,1,1,9,3,2,1,0,0,9,3,0,0,6,2,2,0,1,1,9,3,0,0,0,0,0,0,0,0,0,1,0,0,4,1,15,13,4,0,2,0,10,7,3,0,0,0,3,4,1,2,1,1,1,2,0,0
29,3,holdout_Text_TrustPhys.jsonl,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,21,4,7,0,3,0,13,3,2,0,0,0,4,0,0,0,4,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,0,3,1,18,7,4,1,2,2,7,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,6,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,16,3,2,0,3,1,6,3,3,1,0,0,7,3,0,0,5,2,1,0,1,1,3,3,0,0,0,0,0,0,0,0,2,1,0,0,3,1,19,13,4,0,4,0,6,7,2,0,0,0,3,4,0,2,2,1,1,2,0,0
30,3,Baseline Zero Shot,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,0,3,0,11,3,1,0,0,0,6,0,0,0,5,0,1,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,12,7,3,1,1,2,10,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,2,0,1,1,7,3,2,1,0,0,2,3,1,0,1,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,2,0,1,1,16,13,4,0,3,0,13,7,3,0,0,0,4,4,0,2,3,1,1,2,0,0
31,3,no_system_prompt.jsonl,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,4,6,0,1,0,7,3,2,0,0,0,5,0,1,0,4,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,2,1,0,2,5,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,2,0,1,1,1,3,0,1,0,0,1,3,1,0,0,2,0,0,0,1,2,3,2,0,1,0,0,0,0,0,1,1,1,0,2,1,13,13,2,0,1,0,5,7,2,0,0,0,3,4,1,2,2,1,0,2,0,0
32,4,all_4.jsonl,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,19,3,7,1,1,1,15,1,6,0,0,0,5,0,0,0,5,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,2,0,6,3,2,1,0,0,3,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,2,1,0,2,0,18,2,2,1,0,0,7,1,4,1,3,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,15,8,3,2,0,1,9,5,1,0,0,0,3,0,2,0,1,0,0,0,0,0
33,4,conditioning_on_all.jsonl,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,26,3,9,1,4,1,10,1,2,0,0,0,4,0,0,0,3,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,15,5,2,0,1,0,3,3,0,1,0,0,2,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,1,0,9,2,3,1,0,0,5,1,2,1,2,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,19,8,4,2,3,1,14,5,3,0,0,0,4,0,0,0,3,0,1,0,0,0
34,4,holdout_Text_Anxiety.jsonl,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,3,6,1,2,1,9,1,2,0,0,0,4,0,0,0,3,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,5,0,1,0,3,3,2,1,0,0,2,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,4,0,3,0,5,2,2,1,0,0,2,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,17,8,5,2,3,1,11,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0
35,4,holdout_Text_Numeracy.jsonl,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,5,1,2,1,15,1,3,0,0,0,5,0,0,0,4,0,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,16,5,3,0,2,0,7,3,2,1,0,0,5,1,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,6,0,2,0,13,2,2,1,0,0,5,1,1,1,5,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,14,8,2,2,2,1,8,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0
36,4,holdout_Text_SubjectiveLit.jsonl,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,3,6,1,1,1,6,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,2,0,0,0,7,3,4,1,0,0,4,1,0,0,2,1,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,2,3,0,0,0,4,2,1,1,0,0,1,1,0,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,8,3,2,2,1,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,holdout_Text_TrustPhys.jsonl,2,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,26,3,10,1,2,1,15,1,2,0,0,0,7,0,1,0,5,0,1,0,0,0,2,2,4,0,3,0,0,0,0,0,0,0,0,0,1,0,9,5,2,0,2,0,3,3,1,1,0,0,2,1,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,1,0,0,0,7,2,2,1,0,0,2,1,1,1,1,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19,8,4,2,3,1,11,5,5,0,0,0,2,0,0,0,0,0,2,0,0,0
38,4,Baseline Zero Shot,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,4,1,4,1,15,1,2,0,0,0,5,0,0,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,1,0,0,0,6,3,2,1,0,0,2,1,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2,1,0,0,0,9,2,2,1,0,0,3,1,1,1,1,1,1,0,2,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,19,8,4,2,4,1,18,5,3,0,0,0,4,0,0,0,3,0,1,0,0,0
39,4,no_system_prompt.jsonl,6,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,15,3,5,1,1,1,13,1,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,1,0,9,5,1,0,1,0,4,3,1,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,2,0,1,0,12,2,4,1,0,0,6,1,4,1,3,1,1,0,3,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,11,8,2,2,1,1,9,5,5,0,0,0,2,0,0,0,2,0,0,0,0,0
40,5,all_4.jsonl,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,4,5,1,2,1,12,3,7,1,0,0,3,1,0,0,2,1,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,1,14,4,3,1,1,0,6,2,2,0,0,0,2,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,2,0,0,0,10,4,2,1,0,0,2,2,1,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,1,0,5,1,20,4,7,1,2,1,9,2,6,2,0,0,2,2,0,0,2,2,0,0,1,1
41,5,conditioning_on_all.jsonl,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,8,1,1,1,12,3,2,1,0,0,6,1,0,0,4,1,2,0,0,0,3,2,1,0,1,0,0,0,0,0,1,0,1,0,1,1,15,4,1,1,2,0,12,2,2,0,0,0,4,1,1,1,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,11,5,2,0,1,0,5,4,2,1,0,0,2,2,0,2,1,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,15,4,3,1,1,1,10,2,3,2,0,0,2,2,0,0,0,2,2,0,0,1
42,5,holdout_Text_Anxiety.jsonl,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4,5,1,2,1,10,3,1,1,0,0,4,1,0,0,3,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,10,4,2,1,0,0,4,2,2,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,1,0,1,0,9,4,2,1,0,0,3,2,0,2,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,19,4,4,1,1,1,10,2,3,2,0,0,4,2,0,0,2,2,1,0,1,1
43,5,holdout_Text_Numeracy.jsonl,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,4,5,1,1,1,7,3,2,1,0,0,3,1,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,4,3,1,2,0,8,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,1,0,1,0,3,4,1,1,0,0,4,2,0,2,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,21,4,4,1,2,1,7,2,4,2,0,0,1,2,0,0,0,2,1,0,0,1
44,5,holdout_Text_SubjectiveLit.jsonl,3,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,4,5,1,0,1,4,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,14,4,2,1,0,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,5,2,0,2,0,7,4,4,1,0,0,4,2,0,2,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,11,4,2,1,1,1,3,2,1,2,0,0,2,2,0,0,0,2,1,0,1,1
45,5,holdout_Text_TrustPhys.jsonl,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,4,7,1,2,1,7,3,2,1,0,0,3,1,0,0,2,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,20,4,1,1,0,0,4,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,8,5,0,0,2,0,5,4,1,1,0,0,3,2,1,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,17,4,3,1,3,1,13,2,4,2,0,0,3,2,0,0,2,2,1,0,0,1
46,5,Baseline Zero Shot,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,3,1,1,1,13,3,2,1,0,0,4,1,1,0,3,1,1,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,10,4,1,1,1,0,9,2,7,0,0,0,2,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,9,5,2,0,1,0,16,4,8,1,0,0,6,2,0,2,4,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,17,4,5,1,4,1,15,2,3,2,0,0,3,2,0,0,2,2,1,0,0,1
47,5,no_system_prompt.jsonl,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,4,3,1,2,1,11,3,3,1,0,0,4,1,0,0,2,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,4,2,1,1,0,7,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9,5,2,0,1,0,13,4,5,1,0,0,3,2,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,13,4,2,1,2,1,4,2,2,2,0,0,0,2,0,0,0,2,0,0,0,1
48,6,all_4.jsonl,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,11,4,3,1,0,7,5,2,0,0,0,3,0,0,0,3,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,14,8,1,1,0,0,4,3,0,0,0,0,4,1,0,0,4,1,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,10,6,1,1,2,0,9,2,1,0,0,0,3,2,1,1,2,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,2,0,0,1,12,10,3,3,2,1,9,3,2,1,0,0,1,1,1,0,0,1,0,0,0,0
49,6,conditioning_on_all.jsonl,3,5,0,0,0,0,0,0,0,0,2,0,0,0,1,1,20,11,6,3,4,0,7,5,2,0,0,0,6,0,0,0,4,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,18,8,2,1,3,0,5,3,2,0,0,0,3,1,1,0,2,1,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10,6,2,1,1,0,4,2,2,0,0,0,3,2,0,1,1,1,1,0,1,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,17,10,1,3,3,1,10,3,2,1,0,0,1,1,0,0,0,1,1,0,0,0
50,6,holdout_Text_Anxiety.jsonl,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,11,6,3,2,0,12,5,2,0,0,0,6,0,0,0,5,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,17,8,5,1,0,0,10,3,3,0,0,0,2,1,0,0,2,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,9,6,1,1,1,0,7,2,3,0,0,0,2,2,0,1,2,1,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,1,1,0,1,1,18,10,4,3,3,1,7,3,3,1,0,0,1,1,0,0,0,1,1,0,0,0
51,6,holdout_Text_Numeracy.jsonl,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,11,6,3,2,0,8,5,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,7,8,4,1,0,0,5,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,6,3,1,1,0,4,2,1,0,0,0,4,2,0,1,2,1,0,0,2,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,10,1,3,5,1,8,3,3,1,0,0,3,1,0,0,1,1,2,0,0,0
52,6,holdout_Text_SubjectiveLit.jsonl,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,11,4,3,3,0,9,5,3,0,0,0,5,0,0,0,4,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,1,0,4,0,13,8,2,1,1,0,10,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,1,0,0,3,2,0,0,0,0,3,2,0,1,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,12,10,3,3,2,1,3,3,1,1,0,0,3,1,0,0,1,1,2,0,0,0
53,6,holdout_Text_TrustPhys.jsonl,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,4,3,2,0,9,5,2,0,0,0,5,0,0,0,4,0,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,12,8,3,1,0,0,6,3,0,0,0,0,3,1,0,0,1,1,2,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,11,6,2,1,0,0,2,2,0,0,0,0,3,2,1,1,0,1,2,0,0,0,5,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,19,10,2,3,3,1,7,3,1,1,0,0,4,1,0,0,2,1,2,0,0,0
54,6,Baseline Zero Shot,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,11,6,3,6,0,20,5,3,0,0,0,5,0,0,0,4,0,1,0,0,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,3,0,14,8,4,1,1,0,5,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,6,1,1,1,0,6,2,2,0,0,0,5,2,0,1,5,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,20,10,4,3,5,1,16,3,7,1,0,0,1,1,0,0,0,1,1,0,0,0
55,6,no_system_prompt.jsonl,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,22,11,8,3,4,0,13,5,3,0,0,0,6,0,1,0,4,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,13,8,3,1,0,0,9,3,3,0,0,0,2,1,0,0,2,1,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,1,0,0,5,2,1,0,0,0,4,2,0,1,2,1,2,0,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,10,6,3,2,1,10,3,3,1,0,0,1,1,0,0,1,1,0,0,0,0
56,7,all_4.jsonl,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,6,3,1,2,0,10,1,2,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,1,0,8,5,1,0,0,0,2,4,0,1,2,3,0,0,0,0,4,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,11,4,1,1,0,1,11,3,0,1,1,0,2,2,1,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,5,4,1,2,0,12,12,4,2,0,0,4,0,0,0,2,0,2,0,0,0
57,7,conditioning_on_all.jsonl,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,6,6,1,3,0,9,1,2,0,0,0,7,0,0,0,4,0,2,0,1,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,16,4,4,0,0,0,9,5,3,0,0,0,4,4,0,1,3,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,14,4,2,1,0,1,4,3,1,1,0,0,3,2,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,5,6,1,2,0,12,12,3,2,0,0,3,0,1,0,1,0,1,0,0,0
58,7,holdout_Text_Anxiety.jsonl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,8,1,1,0,8,1,1,0,0,0,4,0,0,0,3,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,3,5,1,0,0,0,2,4,1,1,0,3,1,0,0,0,5,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,14,4,1,1,1,1,13,3,4,1,0,0,4,2,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,5,4,1,2,0,8,12,2,2,0,0,2,0,0,0,0,0,2,0,0,0
59,7,holdout_Text_Numeracy.jsonl,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,5,1,2,0,10,1,4,0,0,0,5,0,0,0,4,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,4,0,18,4,2,0,0,0,4,5,0,0,0,0,2,4,1,1,1,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,0,1,8,3,2,1,0,0,0,2,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5,0,1,2,0,13,12,3,2,0,0,2,0,0,0,1,0,1,0,0,0
60,7,holdout_Text_SubjectiveLit.jsonl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,6,6,1,1,0,10,1,3,0,0,0,5,0,0,0,3,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,14,4,3,0,1,0,6,5,1,0,0,0,5,4,0,1,2,3,3,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,2,1,2,1,8,3,2,1,0,0,2,2,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,5,1,1,2,0,12,12,4,2,0,0,1,0,1,0,0,0,0,0,0,0
61,7,holdout_Text_TrustPhys.jsonl,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,6,1,4,0,8,1,2,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,13,4,2,0,2,0,4,5,1,0,0,0,1,4,0,1,0,3,1,0,0,0,3,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,12,4,1,1,1,1,6,3,1,1,0,0,3,2,0,0,3,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5,5,1,1,0,10,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
